user_id,extended_comment,nb_likes,depth,parent_comment_id,created_at,comment_read,profile_id,comment,lang,updated_at,id
21667900,,0,1,7943273,2018-09-22 03:59:25,1,21667900,"Sounds good, I'll check it out ☺️",en,2018-09-22 03:59:25,7948568
21667900,,0,0,,2018-10-17 07:32:55,1,21763577,"Hey, how's the starting of fearless?",en,2018-10-17 07:32:55,8139512
21667900,,0,1,8139512,2018-10-17 09:59:24,1,21763577,"Well, if you wanna interested in nasty crime drama you must watch 'sharp objects'.",en,2018-10-17 09:59:24,8140065
21667900,,0,1,8139512,2018-10-17 09:59:43,1,21763577,I watched and it's amazing,en,2018-10-17 09:59:43,8140081
21667900,,0,1,8139512,2018-11-16 05:03:12,1,21763577,"Hey, how's TEOTFW?",en,2018-11-16 05:03:12,8392263
21667900,,0,1,8139512,2018-11-16 06:02:05,1,21763577,Lol 😂 what's your opinion about the ending?,en,2018-11-16 06:02:05,8392310
21667900,,0,1,8139512,2018-11-20 12:39:34,1,21763577,How's harlots?,en,2018-11-20 12:39:34,8428167
21667900,,0,1,8139512,2018-11-20 12:39:51,1,21763577,Shit is getting very serious from this episode.,en,2018-11-20 12:39:51,8428170
21667900,,0,1,8139512,2018-11-20 14:17:24,1,21763577,What happened?,en,2018-11-20 14:17:24,8428802
