user_id,show_comment_id,created_at,updated_at,source
21667900,8848,2018-11-08 11:25:20,2018-11-08 11:25:20,mobile
21667900,120082,2018-11-08 11:25:34,2018-11-08 11:25:34,mobile
21667900,421969,2018-09-14 11:10:09,2018-09-14 11:10:09,mobile
21667900,526308,2018-11-10 16:36:52,2018-11-10 16:36:52,mobile
21667900,561594,2018-11-10 16:37:29,2018-11-10 16:37:29,mobile
21667900,682574,2018-10-08 07:27:42,2018-10-08 07:27:42,mobile
21667900,810729,2018-11-07 05:40:17,2018-11-07 05:40:17,mobile
21667900,1137028,2018-11-15 05:43:18,2018-11-15 05:43:18,mobile
21667900,1141019,2018-11-19 14:13:14,2018-11-19 14:13:14,mobile
